CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
03.918.829/0001-66;INSTITUTO ARTE SUSTENTO -- PLANEJAMENTO SOCIO ARTISTICO CULTURAL;SP;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;496438
03.063.464/0001-35;INSTITUTO ARY CARVALHO;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;622747
00.093.821/0001-10;INSTITUTO BRASILEIRO DA FLORICULTURA IBRAFLOR;SP;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;-1
03.623.158/0001-06;INSTITUTO BRASILEIRO DE ARTE, ACAO, EDUCACAO E ESTUDOS CULTURAIS - IBRAEC;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;557472
03.623.158/0001-06;INSTITUTO BRASILEIRO DE ARTE, ACAO, EDUCACAO E ESTUDOS CULTURAIS - IBRAEC;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;578832
05.621.140/0001-09;INSTITUTO BRASILEIRO DE CIENCIAS E DIREITO DO TURISMO;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;622714
07.054.515/0001-13;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO DE INFRAESTRUTURA SUSTENTAVEL;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Turismo - Unidades com vínculo direto;746753
07.054.515/0001-13;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO DE INFRAESTRUTURA SUSTENTAVEL;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;721084
07.054.515/0001-13;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO DE INFRAESTRUTURA SUSTENTAVEL;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;718467
05.865.632/0001-31;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO E TREINAMENTO - IBDT;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;538505
00.629.001/0001-08;INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIAS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;579411
00.629.001/0001-08;INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS COMUNITARIAS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;601200
64.709.983/0001-12;INSTITUTO BRASILEIRO DE FRUTAS-IBRAF;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;321499
40.199.606/0001-12;INSTITUTO BRASILEIRO DE INOVACOES EM SAUDE SOCIAL;RJ;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;749155
05.025.431/0001-26;INSTITUTO BRASILEIRO DE TRABALHO, EDUCACAO E CAPACITACAO IBRATEC;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;729077
04.532.380/0001-66;INSTITUTO CAJURU DE TECNOLOGIA;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;465981
02.703.527/0001-08;INSTITUTO CASA DA GENTE;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;527829
02.703.527/0001-08;INSTITUTO CASA DA GENTE;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;490864
02.703.527/0001-08;INSTITUTO CASA DA GENTE;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;531271
04.546.782/0001-10;INSTITUTO COR;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;434709
03.359.016/0001-83;INSTITUTO CULTURAL BATA-KOTO;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;708830
03.359.016/0001-83;INSTITUTO CULTURAL BATA-KOTO;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;749723
07.313.377/0001-40;INSTITUTO CULTURAL DE INTEGRACAO DESENVOLVIMENTO E CIDADANIA GRUPO O RESGATE;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;632282
61.054.003/0001-00;INSTITUTO CULTURAL DO TRABALHO;SP;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Economia - Unidades com vínculo direto;408562
61.054.003/0001-00;INSTITUTO CULTURAL DO TRABALHO;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Economia - Unidades com vínculo direto;388153
61.054.003/0001-00;INSTITUTO CULTURAL DO TRABALHO;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Economia - Unidades com vínculo direto;412660
61.054.003/0001-00;INSTITUTO CULTURAL DO TRABALHO;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Economia - Unidades com vínculo direto;371021
61.054.003/0001-00;INSTITUTO CULTURAL DO TRABALHO;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Economia - Unidades com vínculo direto;368027
06.057.461/0001-87;INSTITUTO CULTURAL MARTINHO DA VILA;RJ;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Cidadania - Unidades com vínculo direto;524233
02.901.006/0001-65;INSTITUTO DA QUALIDADE E FORMACAO PARA O TRABALHO;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;425137
03.536.830/0001-26;INSTITUTO DAS TRADICOES INDIGENAS - IDETI;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;556282
03.536.830/0001-26;INSTITUTO DAS TRADICOES INDIGENAS - IDETI;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;648124
68.487.842/0001-53;INSTITUTO DE ACADEMIAS PROFISSIONALIZANTES;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;600369
04.132.132/0001-28;INSTITUTO DE ACAO SOCIAL E DESENVOLVIMENTO SUSTENTAVEL COSTA VERDE;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;743277
04.132.132/0001-28;INSTITUTO DE ACAO SOCIAL E DESENVOLVIMENTO SUSTENTAVEL COSTA VERDE;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;743261
07.526.797/0001-04;INSTITUTO DE APOIO AOS JOVENS DO RIO DE JANEIRO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;702095
07.179.413/0001-24;INSTITUTO DE ARTE BAIXO SANTA DO ALTO GLORIA;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;556116
02.592.760/0001-60;INSTITUTO DE CAPACITACAO COMUNITARIA - I.C.C.;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;517937
04.079.198/0001-00;INSTITUTO DE CIDADANIA RAIZES;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Economia - Unidades com vínculo direto;743306
04.616.984/0001-90;INSTITUTO DE CULTURA AMBIENTAL;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;579570
04.616.984/0001-90;INSTITUTO DE CULTURA AMBIENTAL;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;726112
09.202.566/0001-70;INSTITUTO DE CULTURA E CIDADANIA FEMINA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;785122
31.315.120/0001-01;INSTITUTO DE DESENVOLVIMENTO HUMANO DOM PIXOTE;RJ;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;745220
07.344.191/0001-58;INSTITUTO DE DESENVOLVIMENTO HUMANO, SOCIAL E CULTURAL GERACAO DA HORA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;723133
07.344.191/0001-58;INSTITUTO DE DESENVOLVIMENTO HUMANO, SOCIAL E CULTURAL GERACAO DA HORA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;719003
07.344.191/0001-58;INSTITUTO DE DESENVOLVIMENTO HUMANO, SOCIAL E CULTURAL GERACAO DA HORA;RJ;ESTA INSCRITO NO CADIN DO BACEN;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;756253
01.832.903/0001-00;INSTITUTO DE DESENVOLVIMENTO SOCIOAMBIENTAL - IDS;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;774433
04.835.525/0001-06;INSTITUTO DE EMPODERAMENTO SUSTENTAVEL - IES;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;742271
07.288.164/0001-05;INSTITUTO DE PESQUISA E DESENVOLVIMENTO INSTITUCIONAL - IPDI;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;577200
06.147.065/0001-40;INSTITUTO DE PESQUISA SOCIO ECONOMICA DO TRABALHADOR DA ECONOMIA INDORMAL;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;541237
03.240.278/0001-24;INSTITUTO DE PESQUISAS CANANEIA;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;554705
96.538.798/0001-07;INSTITUTO DE PESQUISAS E PROJETOS SOCIAIS E TECNOLOGICO;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;569776
96.538.798/0001-07;INSTITUTO DE PESQUISAS E PROJETOS SOCIAIS E TECNOLOGICO;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;700005
74.050.360/0001-34;INSTITUTO DE PESQUISAS TECNICAS E CIENTIFICAS;RJ;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;671648
01.179.354/0001-08;INSTITUTO DE PRESER E DESENV DO VALE DO PARAIBA;RJ;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;704118
01.179.354/0001-08;INSTITUTO DE PRESER E DESENV DO VALE DO PARAIBA;RJ;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;588442
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;609137
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;709775
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;748290
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;726106
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;725159
01.983.244/0001-02;INSTITUTO DE QUALIDADE DE VIDA - IQUAVI;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;701177
02.074.032/0001-67;INSTITUTO DE TECNOLOGIA DE SOFTWARE E SERVICOS - ITS;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;580056
04.673.103/0001-73;INSTITUTO DE TECNOLOGIA E DESENVOLVIMENTO DE QUALIDADE - INTEDEQ;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;552076
36.541.548/0001-96;INSTITUTO DESENVOLVIMENTO CRIANCA CONVIVENCIA COM IDOSO;RJ;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;-1
58.408.238/0001-30;INSTITUTO DO NEGRO - PADRE BATISTA;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;527399
34.075.812/0001-18;INSTITUTO DOS ADVOGADOS BRASILEIROS;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;467668
03.609.670/0001-06;INSTITUTO ECO MILLENNIUM;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;602867
03.609.670/0001-06;INSTITUTO ECO MILLENNIUM;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;579295
03.609.670/0001-06;INSTITUTO ECO MILLENNIUM;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;579262
03.609.670/0001-06;INSTITUTO ECO MILLENNIUM;RJ;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;601056
07.282.104/0001-85;INSTITUTO EDSON NERIS;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;577578
07.228.510/0001-60;INSTITUTO EDUCACIONAL CARVALHO;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;701815
07.228.510/0001-60;INSTITUTO EDUCACIONAL CARVALHO;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;701178
06.369.787/0001-40;INSTITUTO ELETROCOOPERATIVA;SP;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério da Cidadania - Unidades com vínculo direto;521635
03.984.807/0001-02;INSTITUTO EMPREENDER ENDEAVOR - BRASIL;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;671997
06.111.783/0001-67;INSTITUTO EQUIT - GENERO, ECONOMIA E CIDADANIA GLOBAL;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;708707
60.007.648/0001-11;INSTITUTO ESPIRITA NOSSO LAR;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;810314
60.007.648/0001-11;INSTITUTO ESPIRITA NOSSO LAR;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;834918
60.007.648/0001-11;INSTITUTO ESPIRITA NOSSO LAR;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;833181
31.250.202/0001-15;INSTITUTO FELIPPE JOSE FAUSTINO;RJ;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Justiça e Segurança Pública - Unidades com vínculo direto;-1
08.807.080/0001-01;INSTITUTO FUTURO DE DESENVOLVIMENTO SOCIAL EDUCACIONAL, CULTURAL E AMBIENTAL;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;748206
02.790.729/0001-34;INSTITUTO GESTOR DO HOSPITAL INTERNACIONAL DOS ESTIVADORES DE SANTOS;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;434768
02.790.729/0001-34;INSTITUTO GESTOR DO HOSPITAL INTERNACIONAL DOS ESTIVADORES DE SANTOS;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;386734
04.888.057/0001-20;INSTITUTO GIRA MUNDO MUTUANDO;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;558540
06.539.182/0001-50;INSTITUTO HARMONIA NA TERRA;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;553573
40.345.282/0001-83;INSTITUTO HERBERT LEVY;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;473979
63.074.116/0001-95;INSTITUTO IBEC DE EDUCACAO E CULTURA;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;726083
56.822.240/0001-26;INSTITUTO LATINO AMERICANO-ILAM-;SP;DESVIOU A FINALIDADE DO OBJETO;Ministério da Cidadania - Unidades com vínculo direto;402526
56.822.240/0001-26;INSTITUTO LATINO AMERICANO-ILAM-;SP;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;465987
03.254.969/0001-87;INSTITUTO LATINO-AMERICANO DAS NACOES UNIDAS/BRASIL;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;601583
07.969.138/0001-42;INSTITUTO NACIONAL DE DESENVOLVIMENTO HUMANO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;819163
07.969.138/0001-42;INSTITUTO NACIONAL DE DESENVOLVIMENTO HUMANO;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;806573
03.695.403/0001-90;INSTITUTO NACIONAL DE PREVENCAO AS LER/DORT;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;407867
59.988.352/0001-40;INSTITUTO NACIONAL DE SAUDE NO TRABALHO;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Economia - Unidades com vínculo direto;373754
35.809.409/0001-38;INSTITUTO PALMARES DE DIREITOS HUMANOS IPDH;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;580208
35.809.409/0001-38;INSTITUTO PALMARES DE DIREITOS HUMANOS IPDH;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;580203
35.809.409/0001-38;INSTITUTO PALMARES DE DIREITOS HUMANOS IPDH;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;576571
60.266.095/0001-11;INSTITUTO PAULISTA DE DOENCAS INFECCIOSAS PARASITARIAS;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;524889
00.503.348/0001-00;INSTITUTO PAULISTA DE ENSINO E CULTURA IPEC SAO PAULO;SP;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Educação - Unidades com vínculo direto;408499
69.270.486/0001-84;INSTITUTO PAULO FREIRE;SP;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Cidadania - Unidades com vínculo direto;510249
69.270.486/0001-84;INSTITUTO PAULO FREIRE;SP;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério da Cidadania - Unidades com vínculo direto;525516
57.354.086/0001-78;INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILITACAO;SP;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;631656
57.354.086/0001-78;INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILITACAO;SP;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;542863
57.354.086/0001-78;INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILITACAO;SP;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;624872
02.653.807/0001-59;INSTITUTO QUERO-QUERO;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;702311
02.653.807/0001-59;INSTITUTO QUERO-QUERO;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;747278
02.653.807/0001-59;INSTITUTO QUERO-QUERO;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;728341
02.653.807/0001-59;INSTITUTO QUERO-QUERO;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702284
02.653.807/0001-59;INSTITUTO QUERO-QUERO;SP;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;723203
09.324.342/0001-31;INSTITUTO RAIMUNDA ASTROGILDA DA SILVA;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;748901
03.576.606/0001-68;INSTITUTO RUMO CERTO;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;559420
03.576.606/0001-68;INSTITUTO RUMO CERTO;RJ;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;577473
03.576.606/0001-68;INSTITUTO RUMO CERTO;RJ;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;609141
03.906.292/0001-14;INSTITUTO S.O.S. PEQUENINOS;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;748264
06.248.427/0001-90;INSTITUTO TECNOLOGICO INOVADOR;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;574417
66.052.028/0001-80;INSTITUTO UNIEMP;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;575570
66.052.028/0001-80;INSTITUTO UNIEMP;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;631652
66.052.028/0001-80;INSTITUTO UNIEMP;SP;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;575479
66.052.028/0001-80;INSTITUTO UNIEMP;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;574842
66.052.028/0001-80;INSTITUTO UNIEMP;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;591880
66.052.028/0001-80;INSTITUTO UNIEMP;SP;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;575557
40.331.886/0001-70;INSTITUTO UNIVERSIDADE POPULAR DA BAIXADA;RJ;PENDENTE DE CLASSIFICACAO DE MOTIVO;Ministério da Saúde - Unidades com vínculo direto;413614
07.374.525/0001-36;INSTITUTO VILA ISABEL DE ASSISTENCIA SOCIAL, PESQUISA E EDUCACAO PROFISSIONAL;RJ;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;716082
03.653.644/0001-77;INSTITUTO WCF - BRASIL;SP;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;700134
47.844.287/0001-08;IRMANDADE DA SANTA CASA DE MIS. DE FERNANDOPOLIS;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;761789
47.844.287/0001-08;IRMANDADE DA SANTA CASA DE MIS. DE FERNANDOPOLIS;SP;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;821238
